,Miss work for health past 30 days,Days of poor physical health past 30 days,Days of poor mental health past 30 days,When did your last paid job end,Number of hours worked last week,Gss year for this respondent
18317,,,,,,2010.0
18318,,2.0,2.0,,42.0,2010.0
18319,,0.0,0.0,,40.0,2010.0
18320,,,,,,2010.0
18321,,,,,,2010.0
18322,,,,,,2010.0
18323,,0.0,0.0,,40.0,2010.0
18324,,,,,,2010.0
18325,,0.0,0.0,,40.0,2010.0
18326,,15.0,30.0,,6.0,2010.0
18327,,,,,,2010.0
18328,,,,,,2010.0
18329,,0.0,0.0,,40.0,2010.0
18330,,,,,,2010.0
18331,,,,,,2010.0
18332,,,,,,2010.0
18333,,0.0,7.0,,60.0,2010.0
18334,,,,,,2010.0
18335,,0.0,15.0,,4.0,2010.0
18336,,0.0,0.0,,30.0,2010.0
18337,,,,,,2010.0
18338,,7.0,0.0,,18.0,2010.0
18339,,0.0,20.0,,47.0,2010.0
18340,,,,,,2010.0
18341,,,,,,2010.0
18342,,0.0,0.0,,40.0,2010.0
18343,,,,,,2010.0
18344,,0.0,0.0,,18.0,2010.0
18345,,0.0,30.0,,60.0,2010.0
18346,,0.0,5.0,,45.0,2010.0
18347,,,,,,2010.0
18348,,1.0,3.0,,70.0,2010.0
18349,,,,,,2010.0
18350,,,,,,2010.0
18351,,2.0,10.0,,30.0,2010.0
18352,,,,,,2010.0
18353,,,,,,2010.0
18354,,0.0,0.0,,38.0,2010.0
18355,,0.0,4.0,,42.0,2010.0
18356,,0.0,15.0,,41.0,2010.0
18357,,2.0,5.0,,38.0,2010.0
18358,,2.0,0.0,,40.0,2010.0
18359,,,,,,2010.0
18360,,0.0,0.0,,24.0,2010.0
18361,,4.0,3.0,,45.0,2010.0
18362,,,,,,2010.0
18363,,,,,,2010.0
18364,,2.0,2.0,,40.0,2010.0
18365,,,,,,2010.0
18366,,0.0,2.0,,52.0,2010.0
18367,,12.0,12.0,,45.0,2010.0
18368,,3.0,0.0,,72.0,2010.0
18369,,0.0,7.0,,40.0,2010.0
18370,,0.0,2.0,,60.0,2010.0
18371,,,,,,2010.0
18372,,,,,,2010.0
18373,,0.0,0.0,,55.0,2010.0
18374,,,,,,2010.0
18375,,1.0,5.0,,85.0,2010.0
18376,,0.0,0.0,,50.0,2010.0
18377,,0.0,0.0,,40.0,2010.0
18378,,0.0,0.0,,49.0,2010.0
18379,,0.0,1.0,,40.0,2010.0
18380,,0.0,15.0,,50.0,2010.0
18381,,0.0,0.0,,52.0,2010.0
18382,,2.0,0.0,,42.0,2010.0
18383,,,,,,2010.0
18384,,,,,,2010.0
18385,,,,,,2010.0
18386,,,,,,2010.0
18387,,3.0,1.0,,45.0,2010.0
18388,,0.0,15.0,,55.0,2010.0
18389,,3.0,30.0,,64.0,2010.0
18390,,0.0,0.0,,60.0,2010.0
18391,,0.0,0.0,,24.0,2010.0
18392,,,,,,2010.0
18393,,30.0,2.0,,27.0,2010.0
18394,,,,,,2010.0
18395,,1.0,10.0,,55.0,2010.0
18396,,,,,,2010.0
18397,,,,,,2010.0
18398,,,,,,2010.0
18399,,,,,,2010.0
18400,,0.0,30.0,,64.0,2010.0
18401,,,,,,2010.0
18402,,10.0,15.0,,14.0,2010.0
18403,,,,,,2010.0
18404,,,,,,2010.0
18405,,,,,,2010.0
18406,,0.0,30.0,,40.0,2010.0
18407,,10.0,30.0,,28.0,2010.0
18408,,1.0,0.0,,40.0,2010.0
18409,,,,,,2010.0
18410,,,1.0,,,2010.0
18411,,,,,,2010.0
18412,,0.0,30.0,,37.0,2010.0
18413,,0.0,0.0,,15.0,2010.0
18414,,0.0,0.0,,45.0,2010.0
18415,,0.0,0.0,,50.0,2010.0
18416,,,,,,2010.0
18417,,0.0,0.0,,20.0,2010.0
18418,,,,,,2010.0
18419,,0.0,1.0,,50.0,2010.0
18420,,,,,,2010.0
18421,,0.0,0.0,,20.0,2010.0
18422,,,,,,2010.0
18423,,,,,,2010.0
18424,,,,,,2010.0
18425,,3.0,20.0,,50.0,2010.0
18426,,0.0,0.0,,40.0,2010.0
18427,,,,,,2010.0
18428,,0.0,0.0,,36.0,2010.0
18429,,,,,,2010.0
18430,,,,,,2010.0
18431,,0.0,0.0,,40.0,2010.0
18432,,,,,,2010.0
18433,,,,,,2010.0
18434,,,,,,2010.0
18435,,1.0,1.0,,40.0,2010.0
18436,,,,,,2010.0
18437,,0.0,2.0,,55.0,2010.0
18438,,,,,,2010.0
18439,,,,,,2010.0
18440,,20.0,0.0,,44.0,2010.0
18441,,0.0,2.0,,35.0,2010.0
18442,,15.0,6.0,,22.0,2010.0
18443,,0.0,30.0,,40.0,2010.0
18444,,,,,,2010.0
18445,,,,,,2010.0
18446,,0.0,0.0,,40.0,2010.0
18447,,,,,,2010.0
18448,,,,,,2010.0
18449,,,,,,2010.0
18450,,,,,,2010.0
18451,,2.0,0.0,,89.0,2010.0
18452,,2.0,10.0,,40.0,2010.0
18453,,0.0,1.0,,50.0,2010.0
18454,,0.0,5.0,,40.0,2010.0
18455,,0.0,10.0,,40.0,2010.0
18456,,30.0,15.0,,60.0,2010.0
18457,,0.0,0.0,,25.0,2010.0
18458,,,,,,2010.0
18459,,0.0,2.0,,36.0,2010.0
18460,,,,,,2010.0
18461,,0.0,0.0,,40.0,2010.0
18462,,0.0,0.0,,40.0,2010.0
18463,,0.0,4.0,,,2010.0
18464,,,,,,2010.0
18465,,,,,,2010.0
18466,,0.0,0.0,,60.0,2010.0
18467,,,,,,2010.0
18468,,,,,,2010.0
18469,,5.0,30.0,,40.0,2010.0
18470,,,,,,2010.0
18471,,,,,,2010.0
18472,,2.0,0.0,,38.0,2010.0
18473,,,,,,2010.0
18474,,,,,,2010.0
18475,,,,,,2010.0
18476,,0.0,12.0,,40.0,2010.0
18477,,7.0,2.0,,40.0,2010.0
18478,,0.0,0.0,,45.0,2010.0
18479,,2.0,0.0,,50.0,2010.0
18480,,1.0,,,56.0,2010.0
18481,,,,,,2010.0
18482,,30.0,20.0,,50.0,2010.0
18483,,,,,,2010.0
18484,,,,,,2010.0
18485,,,,,,2010.0
18486,,,,,,2010.0
18487,,,,,,2010.0
18488,,,,,,2010.0
18489,,,,,,2010.0
18490,,20.0,15.0,,30.0,2010.0
18491,,,,,,2010.0
18492,,0.0,0.0,,70.0,2010.0
18493,,0.0,1.0,,50.0,2010.0
18494,,0.0,0.0,,40.0,2010.0
18495,,,,,,2010.0
18496,,0.0,10.0,,40.0,2010.0
18497,,5.0,0.0,,40.0,2010.0
18498,,2.0,0.0,,50.0,2010.0
18499,,,,,,2010.0
18500,,0.0,0.0,,60.0,2010.0
18501,,3.0,10.0,,50.0,2010.0
18502,,3.0,7.0,,52.0,2010.0
18503,,,,,,2010.0
18504,,,,,,2010.0
18505,,0.0,0.0,,38.0,2010.0
18506,,,,,,2010.0
18507,,0.0,7.0,,55.0,2010.0
18508,,,,,,2010.0
18509,,,,,,2010.0
18510,,0.0,3.0,,50.0,2010.0
18511,,2.0,0.0,,60.0,2010.0
18512,,1.0,1.0,,20.0,2010.0
18513,,0.0,0.0,,9.0,2010.0
18514,,,,,,2010.0
18515,,0.0,0.0,,40.0,2010.0
18516,,0.0,0.0,,60.0,2010.0
18517,,5.0,0.0,,50.0,2010.0
18518,,2.0,0.0,,52.0,2010.0
18519,,0.0,0.0,,32.0,2010.0
18520,,1.0,4.0,,40.0,2010.0
18521,,0.0,5.0,,32.0,2010.0
18522,,0.0,0.0,,45.0,2010.0
18523,,,,,,2010.0
18524,,,,,,2010.0
18525,,,,,,2010.0
18526,,0.0,0.0,,50.0,2010.0
18527,,3.0,10.0,,40.0,2010.0
18528,,1.0,1.0,,40.0,2010.0
18529,,0.0,0.0,,30.0,2010.0
18530,,0.0,7.0,,40.0,2010.0
18531,,0.0,0.0,,50.0,2010.0
18532,,,,,,2010.0
18533,,0.0,0.0,,38.0,2010.0
18534,,,,,,2010.0
18535,,7.0,5.0,,40.0,2010.0
18536,,,,,,2010.0
18537,,0.0,0.0,,55.0,2010.0
18538,,,,,,2010.0
18539,,0.0,0.0,,40.0,2010.0
18540,,,,,,2010.0
18541,,0.0,2.0,,,2010.0
18542,,,,,,2010.0
18543,,0.0,0.0,,30.0,2010.0
18544,,0.0,0.0,,45.0,2010.0
18545,,,,,,2010.0
18546,,0.0,0.0,,50.0,2010.0
18547,,0.0,0.0,,50.0,2010.0
18548,,,,,,2010.0
18549,,0.0,0.0,,40.0,2010.0
18550,,,,,,2010.0
18551,,,,,,2010.0
18552,,,,,,2010.0
18553,,,,,,2010.0
18554,,0.0,0.0,,40.0,2010.0
18555,,1.0,0.0,,40.0,2010.0
18556,,4.0,4.0,,20.0,2010.0
18557,,0.0,0.0,,40.0,2010.0
18558,,,,,,2010.0
18559,,7.0,0.0,,50.0,2010.0
18560,,10.0,10.0,,32.0,2010.0
18561,,,,,,2010.0
18562,,1.0,0.0,,30.0,2010.0
18563,,,,,,2010.0
18564,,2.0,0.0,,40.0,2010.0
18565,,1.0,1.0,,50.0,2010.0
18566,,,,,,2010.0
18567,,7.0,2.0,,26.0,2010.0
18568,,0.0,0.0,,16.0,2010.0
18569,,,,,,2010.0
18570,,5.0,0.0,,38.0,2010.0
18571,,,,,,2010.0
18572,,,,,,2010.0
18573,,0.0,0.0,,32.0,2010.0
18574,,3.0,3.0,,40.0,2010.0
18575,,,,,,2010.0
18576,,,,,,2010.0
18577,,,,,,2010.0
18578,,,,,,2010.0
18579,,,,,,2010.0
18580,,,,,,2010.0
18581,,,,,,2010.0
18582,,,,,,2010.0
18583,,,,,,2010.0
18584,,,,,,2010.0
18585,,,,,,2010.0
18586,,,,,,2010.0
18587,,30.0,1.0,,40.0,2010.0
18588,,0.0,0.0,,16.0,2010.0
18589,,4.0,0.0,,40.0,2010.0
18590,,,,,,2010.0
18591,,,,,,2010.0
18592,,0.0,2.0,,45.0,2010.0
18593,,,,,,2010.0
18594,,1.0,1.0,,35.0,2010.0
18595,,5.0,0.0,,40.0,2010.0
18596,,0.0,0.0,,35.0,2010.0
18597,,,,,,2010.0
18598,,,,,,2010.0
18599,,0.0,7.0,,8.0,2010.0
18600,,,,,,2010.0
18601,,0.0,0.0,,16.0,2010.0
18602,,1.0,4.0,,55.0,2010.0
18603,,30.0,5.0,,65.0,2010.0
18604,,,,,,2010.0
18605,,4.0,4.0,,38.0,2010.0
18606,,0.0,3.0,,32.0,2010.0
18607,,2.0,25.0,,40.0,2010.0
18608,,,,,,2010.0
18609,,1.0,0.0,,40.0,2010.0
18610,,,,,,2010.0
18611,,,,,,2010.0
18612,,0.0,3.0,,12.0,2010.0
18613,,,,,,2010.0
18614,,,,,,2010.0
18615,,,,,,2010.0
18616,,,,,,2010.0
18617,,,,,,2010.0
18618,,,,,,2010.0
18619,,0.0,0.0,,55.0,2010.0
18620,,,,,,2010.0
18621,,0.0,30.0,,56.0,2010.0
18622,,,,,,2010.0
18623,,0.0,2.0,,20.0,2010.0
18624,,,,,,2010.0
18625,,30.0,3.0,,44.0,2010.0
18626,,0.0,0.0,,37.0,2010.0
18627,,,,,,2010.0
18628,,,,,,2010.0
18629,,,,,,2010.0
18630,,0.0,7.0,,65.0,2010.0
18631,,0.0,14.0,,40.0,2010.0
18632,,,,,,2010.0
18633,,,,,,2010.0
18634,,0.0,0.0,,12.0,2010.0
18635,,0.0,0.0,,40.0,2010.0
18636,,4.0,1.0,,50.0,2010.0
18637,,0.0,15.0,,45.0,2010.0
18638,,6.0,0.0,,40.0,2010.0
18639,,,,,,2010.0
18640,,,,,,2010.0
18641,,,,,,2010.0
18642,,,,,,2010.0
18643,,,,,,2010.0
18644,,,,,,2010.0
18645,,5.0,10.0,,40.0,2010.0
18646,,,,,,2010.0
18647,,0.0,0.0,,40.0,2010.0
18648,,7.0,30.0,,30.0,2010.0
18649,,3.0,14.0,,42.0,2010.0
18650,,4.0,0.0,,48.0,2010.0
18651,,,,,,2010.0
18652,,,,,,2010.0
18653,,0.0,0.0,,70.0,2010.0
18654,,1.0,15.0,,24.0,2010.0
18655,,,,,,2010.0
18656,,,,,,2010.0
18657,,1.0,1.0,,40.0,2010.0
18658,,30.0,0.0,,50.0,2010.0
18659,,0.0,30.0,,38.0,2010.0
18660,,,,,,2010.0
18661,,,,,,2010.0
18662,,0.0,0.0,,32.0,2010.0
18663,,,,,,2010.0
18664,,,,,,2010.0
18665,,1.0,1.0,,55.0,2010.0
18666,,0.0,1.0,,40.0,2010.0
18667,,,,,,2010.0
18668,,0.0,30.0,,40.0,2010.0
18669,,,,,,2010.0
18670,,,,,,2010.0
18671,,0.0,5.0,,52.0,2010.0
18672,,0.0,0.0,,42.0,2010.0
18673,,0.0,4.0,,40.0,2010.0
18674,,0.0,1.0,,40.0,2010.0
18675,,0.0,0.0,,40.0,2010.0
18676,,,,,,2010.0
18677,,0.0,0.0,,40.0,2010.0
18678,,10.0,0.0,,40.0,2010.0
18679,,,,,,2010.0
18680,,,,,,2010.0
18681,,0.0,0.0,,40.0,2010.0
18682,,,,,,2010.0
18683,,,,,,2010.0
18684,,,,,,2010.0
18685,,,,,,2010.0
18686,,0.0,0.0,,60.0,2010.0
18687,,,,,,2010.0
18688,,4.0,3.0,,45.0,2010.0
18689,,0.0,2.0,,,2010.0
18690,,4.0,0.0,,20.0,2010.0
18691,,0.0,15.0,,45.0,2010.0
18692,,,,,,2010.0
18693,,0.0,,,20.0,2010.0
18694,,0.0,6.0,,10.0,2010.0
18695,,,,,,2010.0
18696,,,,,,2010.0
18697,,,,,,2010.0
18698,,2.0,10.0,,50.0,2010.0
18699,,0.0,4.0,,40.0,2010.0
18700,,20.0,0.0,,20.0,2010.0
18701,,30.0,5.0,,60.0,2010.0
18702,,,,,,2010.0
18703,,0.0,,,42.0,2010.0
18704,,3.0,4.0,,24.0,2010.0
18705,,6.0,2.0,,22.0,2010.0
18706,,,,,,2010.0
18707,,3.0,10.0,,32.0,2010.0
18708,,,,,,2010.0
18709,,,,,,2010.0
18710,,2.0,0.0,,35.0,2010.0
18711,,0.0,0.0,,60.0,2010.0
18712,,,,,,2010.0
18713,,3.0,0.0,,40.0,2010.0
18714,,,,,,2010.0
18715,,,,,,2010.0
18716,,0.0,0.0,,60.0,2010.0
18717,,,,,,2010.0
18718,,5.0,2.0,,40.0,2010.0
18719,,,,,,2010.0
18720,,0.0,0.0,,40.0,2010.0
18721,,,,,,2010.0
18722,,0.0,0.0,,40.0,2010.0
18723,,,,,,2010.0
18724,,,,,,2010.0
18725,,15.0,0.0,,60.0,2010.0
18726,,,,,,2010.0
18727,,,,,,2010.0
18728,,20.0,10.0,,35.0,2010.0
18729,,,,,,2010.0
18730,,,,,,2010.0
18731,,2.0,1.0,,45.0,2010.0
18732,,,,,,2010.0
18733,,0.0,0.0,,52.0,2010.0
18734,,1.0,1.0,,40.0,2010.0
18735,,5.0,0.0,,25.0,2010.0
18736,,0.0,25.0,,48.0,2010.0
18737,,,,,,2010.0
18738,,3.0,3.0,,40.0,2010.0
18739,,,,,,2010.0
18740,,2.0,0.0,,40.0,2010.0
18741,,0.0,0.0,,40.0,2010.0
18742,,,,,,2010.0
18743,,,,,,2010.0
18744,,30.0,0.0,,45.0,2010.0
18745,,0.0,2.0,,45.0,2010.0
18746,,,,,,2010.0
18747,,0.0,0.0,,52.0,2010.0
18748,,,,,,2010.0
18749,,,,,,2010.0
18750,,0.0,30.0,,28.0,2010.0
18751,,,,,,2010.0
18752,,,,,,2010.0
18753,,0.0,0.0,,30.0,2010.0
18754,,,,,,2010.0
18755,,0.0,5.0,,50.0,2010.0
18756,,4.0,4.0,,13.0,2010.0
18757,,0.0,0.0,,46.0,2010.0
18758,,2.0,1.0,,47.0,2010.0
18759,,2.0,0.0,,50.0,2010.0
18760,,2.0,30.0,,12.0,2010.0
18761,,,,,,2010.0
18762,,30.0,0.0,,24.0,2010.0
18763,,,,,,2010.0
18764,,0.0,0.0,,45.0,2010.0
18765,,,,,,2010.0
18766,,0.0,0.0,,60.0,2010.0
18767,,0.0,0.0,,30.0,2010.0
18768,,2.0,0.0,,50.0,2010.0
18769,,0.0,0.0,,50.0,2010.0
18770,,1.0,1.0,,37.0,2010.0
18771,,0.0,0.0,,50.0,2010.0
18772,,0.0,10.0,,60.0,2010.0
18773,,,,,,2010.0
18774,,0.0,0.0,,50.0,2010.0
18775,,,,,,2010.0
18776,,,,,,2010.0
18777,,,,,,2010.0
18778,,0.0,0.0,,35.0,2010.0
18779,,,,,,2010.0
18780,,0.0,0.0,,40.0,2010.0
18781,,,,,,2010.0
18782,,,,,,2010.0
18783,,0.0,0.0,,50.0,2010.0
18784,,2.0,5.0,,50.0,2010.0
18785,,,,,,2010.0
18786,,0.0,,,32.0,2010.0
18787,,0.0,7.0,,40.0,2010.0
18788,,0.0,15.0,,15.0,2010.0
18789,,5.0,2.0,,40.0,2010.0
18790,,30.0,0.0,,,2010.0
18791,,,,,,2010.0
18792,,,,,,2010.0
18793,,30.0,4.0,,,2010.0
18794,,,,,,2010.0
18795,,,,,,2010.0
18796,,,,,,2010.0
18797,,,,,,2010.0
18798,,2.0,0.0,,45.0,2010.0
18799,,0.0,0.0,,60.0,2010.0
18800,,0.0,0.0,,31.0,2010.0
18801,,0.0,0.0,,12.0,2010.0
18802,,,,,,2010.0
18803,,7.0,0.0,,48.0,2010.0
18804,,,,,,2010.0
18805,,,,,,2010.0
18806,,0.0,0.0,,45.0,2010.0
18807,,0.0,0.0,,45.0,2010.0
18808,,5.0,0.0,,40.0,2010.0
18809,,0.0,0.0,,70.0,2010.0
18810,,2.0,30.0,,60.0,2010.0
18811,,,,,,2010.0
18812,,5.0,0.0,,40.0,2010.0
18813,,,,,,2010.0
18814,,0.0,0.0,,40.0,2010.0
18815,,,,,,2010.0
18816,,30.0,20.0,,40.0,2010.0
18817,,0.0,5.0,,40.0,2010.0
18818,,2.0,0.0,,5.0,2010.0
18819,,,,,,2010.0
18820,,15.0,0.0,,60.0,2010.0
18821,,0.0,0.0,,40.0,2010.0
18822,,,,,,2010.0
18823,,0.0,2.0,,40.0,2010.0
18824,,,,,,2010.0
18825,,10.0,3.0,,40.0,2010.0
18826,,0.0,0.0,,40.0,2010.0
18827,,,,,,2010.0
18828,,0.0,0.0,,55.0,2010.0
18829,,,,,,2010.0
18830,,1.0,2.0,,45.0,2010.0
18831,,0.0,10.0,,40.0,2010.0
18832,,0.0,0.0,,20.0,2010.0
18833,,7.0,0.0,,25.0,2010.0
18834,,0.0,0.0,,40.0,2010.0
18835,,,,,,2010.0
18836,,,,,,2010.0
18837,,,,,,2010.0
18838,,1.0,0.0,,40.0,2010.0
18839,,0.0,2.0,,27.0,2010.0
18840,,0.0,5.0,,60.0,2010.0
18841,,5.0,2.0,,50.0,2010.0
18842,,1.0,5.0,,52.0,2010.0
18843,,0.0,10.0,,41.0,2010.0
18844,,0.0,0.0,,48.0,2010.0
18845,,,,,,2010.0
18846,,0.0,0.0,,40.0,2010.0
18847,,,,,,2010.0
18848,,1.0,0.0,,40.0,2010.0
18849,,,,,,2010.0
18850,,2.0,0.0,,40.0,2010.0
18851,,,,,,2010.0
18852,,0.0,0.0,,40.0,2010.0
18853,,,,,,2010.0
18854,,,,,,2010.0
18855,,20.0,0.0,,,2010.0
18856,,,,,,2010.0
18857,,0.0,0.0,,41.0,2010.0
18858,,5.0,2.0,,40.0,2010.0
18859,,,,,,2010.0
18860,,,,,,2010.0
18861,,,,,,2010.0
18862,,0.0,0.0,,37.0,2010.0
18863,,,,,,2010.0
18864,,2.0,8.0,,20.0,2010.0
18865,,0.0,0.0,,40.0,2010.0
18866,,,,,,2010.0
18867,,,,,,2010.0
18868,,0.0,0.0,,70.0,2010.0
18869,,,,,,2010.0
18870,,7.0,15.0,,30.0,2010.0
18871,,0.0,0.0,,50.0,2010.0
18872,,0.0,0.0,,40.0,2010.0
18873,,8.0,15.0,,50.0,2010.0
18874,,0.0,2.0,,20.0,2010.0
18875,,0.0,15.0,,51.0,2010.0
18876,,0.0,4.0,,40.0,2010.0
18877,,0.0,2.0,,65.0,2010.0
18878,,,,,,2010.0
18879,,,,,,2010.0
18880,,0.0,0.0,,37.0,2010.0
18881,,0.0,0.0,,75.0,2010.0
18882,,7.0,0.0,,38.0,2010.0
18883,,10.0,0.0,,34.0,2010.0
18884,,0.0,5.0,,40.0,2010.0
18885,,0.0,15.0,,68.0,2010.0
18886,,,,,,2010.0
18887,,,,,,2010.0
18888,,4.0,1.0,,40.0,2010.0
18889,,,,,,2010.0
18890,,0.0,0.0,,40.0,2010.0
18891,,,,,,2010.0
18892,,,,,,2010.0
18893,,2.0,2.0,,50.0,2010.0
18894,,1.0,0.0,,40.0,2010.0
18895,,,,,,2010.0
18896,,,,,,2010.0
18897,,3.0,0.0,,52.0,2010.0
18898,,,,,,2010.0
18899,,,,,,2010.0
18900,,2.0,0.0,,40.0,2010.0
18901,,,,,,2010.0
18902,,0.0,0.0,,40.0,2010.0
18903,,,,,,2010.0
18904,,14.0,0.0,,40.0,2010.0
18905,,,,,,2010.0
18906,,,,,,2010.0
18907,,,,,,2010.0
18908,,0.0,0.0,,39.0,2010.0
18909,,5.0,4.0,,42.0,2010.0
18910,,0.0,0.0,,40.0,2010.0
18911,,0.0,0.0,,19.0,2010.0
18912,,1.0,5.0,,59.0,2010.0
18913,,0.0,30.0,,48.0,2010.0
18914,,2.0,5.0,,40.0,2010.0
18915,,,,,,2010.0
18916,,,,,,2010.0
18917,,,,,,2010.0
18918,,,,,,2010.0
18919,,,,,,2010.0
18920,,3.0,0.0,,40.0,2010.0
18921,,2.0,15.0,,45.0,2010.0
18922,,2.0,5.0,,40.0,2010.0
18923,,2.0,3.0,,50.0,2010.0
18924,,,,,,2010.0
18925,,,,,,2010.0
18926,,0.0,0.0,,40.0,2010.0
18927,,10.0,0.0,,60.0,2010.0
18928,,4.0,0.0,,60.0,2010.0
18929,,0.0,0.0,,50.0,2010.0
18930,,0.0,0.0,,25.0,2010.0
18931,,0.0,0.0,,55.0,2010.0
18932,,30.0,5.0,,40.0,2010.0
18933,,0.0,30.0,,45.0,2010.0
18934,,0.0,4.0,,,2010.0
18935,,,,,,2010.0
18936,,0.0,0.0,,50.0,2010.0
18937,,,,,,2010.0
18938,,1.0,0.0,,28.0,2010.0
18939,,,,,,2010.0
18940,,,,,,2010.0
18941,,,,,,2010.0
18942,,4.0,0.0,,20.0,2010.0
18943,,,,,,2010.0
18944,,,,,,2010.0
18945,,,,,,2010.0
18946,,0.0,0.0,,30.0,2010.0
18947,,,,,,2010.0
18948,,,,,,2010.0
18949,,3.0,3.0,,37.0,2010.0
18950,,,,,,2010.0
18951,,,,,,2010.0
18952,,,,,,2010.0
18953,,0.0,0.0,,20.0,2010.0
18954,,,,,,2010.0
18955,,3.0,4.0,,30.0,2010.0
18956,,,,,,2010.0
18957,,0.0,0.0,,20.0,2010.0
18958,,10.0,30.0,,30.0,2010.0
18959,,,,,,2010.0
18960,,,,,,2010.0
18961,,,,,,2010.0
18962,,0.0,0.0,,40.0,2010.0
18963,,,,,,2010.0
18964,,,,,,2010.0
18965,,,,,,2010.0
18966,,,,,,2010.0
18967,,3.0,2.0,,50.0,2010.0
18968,,0.0,25.0,,16.0,2010.0
18969,,,,,,2010.0
18970,,3.0,1.0,,30.0,2010.0
18971,,,,,,2010.0
18972,,,,,,2010.0
18973,,,,,,2010.0
18974,,0.0,0.0,,62.0,2010.0
18975,,,,,,2010.0
18976,,0.0,0.0,,40.0,2010.0
18977,,,,,,2010.0
18978,,2.0,0.0,,40.0,2010.0
18979,,,,,,2010.0
18980,,,,,,2010.0
18981,,0.0,0.0,,45.0,2010.0
18982,,20.0,30.0,,40.0,2010.0
18983,,0.0,30.0,,40.0,2010.0
18984,,,,,,2010.0
18985,,,,,,2010.0
18986,,,,,,2010.0
18987,,0.0,0.0,,38.0,2010.0
18988,,,,,,2010.0
18989,,,,,,2010.0
18990,,0.0,5.0,,40.0,2010.0
18991,,,,,,2010.0
18992,,,,,,2010.0
18993,,3.0,4.0,,50.0,2010.0
18994,,,,,,2010.0
18995,,0.0,0.0,,20.0,2010.0
18996,,0.0,0.0,,40.0,2010.0
18997,,0.0,2.0,,45.0,2010.0
18998,,28.0,25.0,,10.0,2010.0
18999,,,,,,2010.0
19000,,1.0,1.0,,60.0,2010.0
19001,,,,,,2010.0
19002,,20.0,0.0,,37.0,2010.0
19003,,0.0,5.0,,52.0,2010.0
19004,,0.0,0.0,,37.0,2010.0
19005,,,,,,2010.0
19006,,,,,,2010.0
19007,,0.0,0.0,,50.0,2010.0
19008,,0.0,1.0,,50.0,2010.0
19009,,30.0,0.0,,40.0,2010.0
19010,,3.0,3.0,,27.0,2010.0
19011,,,,,,2010.0
19012,,2.0,4.0,,60.0,2010.0
19013,,10.0,2.0,,70.0,2010.0
19014,,,,,,2010.0
19015,,0.0,0.0,,40.0,2010.0
19016,,5.0,10.0,,50.0,2010.0
19017,,0.0,0.0,,45.0,2010.0
19018,,,,,,2010.0
19019,,10.0,0.0,,35.0,2010.0
19020,,,,,,2010.0
19021,,0.0,30.0,,40.0,2010.0
19022,,1.0,3.0,,37.0,2010.0
19023,,3.0,0.0,,55.0,2010.0
19024,,1.0,0.0,,50.0,2010.0
19025,,,,,,2010.0
19026,,,,,,2010.0
19027,,,,,,2010.0
19028,,0.0,4.0,,52.0,2010.0
19029,,,,,,2010.0
19030,,0.0,0.0,,16.0,2010.0
19031,,,,,,2010.0
19032,,,,,,2010.0
19033,,,,,,2010.0
19034,,,,,,2010.0
19035,,1.0,0.0,,52.0,2010.0
19036,,,,,50.0,2010.0
19037,,2.0,5.0,,60.0,2010.0
19038,,1.0,10.0,,60.0,2010.0
19039,,0.0,12.0,,40.0,2010.0
19040,,0.0,0.0,,35.0,2010.0
19041,,0.0,0.0,,8.0,2010.0
19042,,30.0,0.0,,40.0,2010.0
19043,,,,,,2010.0
19044,,,,,,2010.0
19045,,0.0,0.0,,60.0,2010.0
19046,,0.0,0.0,,60.0,2010.0
19047,,0.0,5.0,,50.0,2010.0
19048,,,,,,2010.0
19049,,,,,,2010.0
19050,,0.0,0.0,,50.0,2010.0
19051,,,,,,2010.0
19052,,0.0,0.0,,65.0,2010.0
19053,,1.0,5.0,,50.0,2010.0
19054,,10.0,1.0,,60.0,2010.0
19055,,,,,,2010.0
19056,,0.0,2.0,,40.0,2010.0
19057,,,,,,2010.0
19058,,0.0,0.0,,43.0,2010.0
19059,,,,,,2010.0
19060,,0.0,0.0,,1.0,2010.0
19061,,2.0,1.0,,45.0,2010.0
19062,,1.0,7.0,,20.0,2010.0
19063,,5.0,0.0,,36.0,2010.0
19064,,0.0,0.0,,40.0,2010.0
19065,,1.0,0.0,,42.0,2010.0
19066,,,,,,2010.0
19067,,,,,,2010.0
19068,,0.0,10.0,,40.0,2010.0
19069,,,,,,2010.0
19070,,,,,,2010.0
19071,,14.0,0.0,,35.0,2010.0
19072,,,,,,2010.0
19073,,0.0,10.0,,42.0,2010.0
19074,,0.0,0.0,,70.0,2010.0
19075,,,,,,2010.0
19076,,3.0,0.0,,50.0,2010.0
19077,,0.0,1.0,,40.0,2010.0
19078,,,,,,2010.0
19079,,,,,,2010.0
19080,,15.0,5.0,,40.0,2010.0
19081,,,,,,2010.0
19082,,0.0,0.0,,35.0,2010.0
19083,,,,,,2010.0
19084,,0.0,3.0,,16.0,2010.0
19085,,0.0,0.0,,20.0,2010.0
19086,,,,,,2010.0
19087,,4.0,14.0,,36.0,2010.0
19088,,,,,,2010.0
19089,,5.0,20.0,,40.0,2010.0
19090,,0.0,0.0,,26.0,2010.0
19091,,2.0,5.0,,40.0,2010.0
19092,,0.0,3.0,,27.0,2010.0
19093,,5.0,20.0,,30.0,2010.0
19094,,,,,,2010.0
