,Miss work for health past 30 days,Days of poor physical health past 30 days,Days of poor mental health past 30 days,When did your last paid job end,Number of hours worked last week,Gss year for this respondent
5177,,,,,60.0,2000.0
5178,,,,,50.0,2000.0
5179,,,,,40.0,2000.0
5180,,,,,50.0,2000.0
5181,,,,,40.0,2000.0
5182,,,,,,2000.0
5183,,,,,40.0,2000.0
5184,,,,,40.0,2000.0
5185,,,,,,2000.0
5186,,,,,,2000.0
5187,,,,,89.0,2000.0
5188,,,,,,2000.0
5189,,,,,45.0,2000.0
5190,,,,,,2000.0
5191,,,,,26.0,2000.0
5192,,,,,,2000.0
5193,,,,,37.0,2000.0
5194,,,,,40.0,2000.0
5195,,,,,,2000.0
5196,,,,,45.0,2000.0
5197,,,,,40.0,2000.0
5198,,,,,,2000.0
5199,,,,,,2000.0
5200,,,,,40.0,2000.0
5201,,,,,12.0,2000.0
5202,,,,,,2000.0
5203,,,,,,2000.0
5204,,,,,,2000.0
5205,,,,,,2000.0
5206,,,,,48.0,2000.0
5207,,,,,,2000.0
5208,,,,,40.0,2000.0
5209,,,,,,2000.0
5210,,,,,40.0,2000.0
5211,,,,,40.0,2000.0
5212,,,,,45.0,2000.0
5213,,,,,40.0,2000.0
5214,,,,,48.0,2000.0
5215,,,,,,2000.0
5216,,,,,,2000.0
5217,,,,,40.0,2000.0
5218,,,,,40.0,2000.0
5219,,,,,20.0,2000.0
5220,,,,,50.0,2000.0
5221,,,,,,2000.0
5222,,,,,45.0,2000.0
5223,,,,,40.0,2000.0
5224,,,,,,2000.0
5225,,,,,50.0,2000.0
5226,,,,,,2000.0
5227,,,,,40.0,2000.0
5228,,,,,,2000.0
5229,,,,,40.0,2000.0
5230,,,,,,2000.0
5231,,,,,40.0,2000.0
5232,,,,,40.0,2000.0
5233,,,,,40.0,2000.0
5234,,,,,40.0,2000.0
5235,,,,,72.0,2000.0
5236,,,,,,2000.0
5237,,,,,60.0,2000.0
5238,,,,,,2000.0
5239,,,,,,2000.0
5240,,,,,,2000.0
5241,,,,,,2000.0
5242,,,,,40.0,2000.0
5243,,,,,85.0,2000.0
5244,,,,,52.0,2000.0
5245,,,,,20.0,2000.0
5246,,,,,,2000.0
5247,,,,,40.0,2000.0
5248,,,,,,2000.0
5249,,,,,52.0,2000.0
5250,,,,,51.0,2000.0
5251,,,,,,2000.0
5252,,,,,,2000.0
5253,,,,,50.0,2000.0
5254,,,,,,2000.0
5255,,,,,8.0,2000.0
5256,,,,,50.0,2000.0
5257,,,,,,2000.0
5258,,,,,35.0,2000.0
5259,,,,,20.0,2000.0
5260,,,,,40.0,2000.0
5261,,,,,40.0,2000.0
5262,,,,,,2000.0
5263,,,,,40.0,2000.0
5264,,,,,16.0,2000.0
5265,,,,,,2000.0
5266,,,,,,2000.0
5267,,,,,40.0,2000.0
5268,,,,,,2000.0
5269,,,,,50.0,2000.0
5270,,,,,50.0,2000.0
5271,,,,,54.0,2000.0
5272,,,,,,2000.0
5273,,,,,50.0,2000.0
5274,,,,,40.0,2000.0
5275,,,,,30.0,2000.0
5276,,,,,,2000.0
5277,,,,,30.0,2000.0
5278,,,,,50.0,2000.0
5279,,,,,,2000.0
5280,,,,,50.0,2000.0
5281,,,,,,2000.0
5282,,,,,45.0,2000.0
5283,,,,,,2000.0
5284,,,,,37.0,2000.0
5285,,,,,70.0,2000.0
5286,,,,,45.0,2000.0
5287,,,,,80.0,2000.0
5288,,,,,35.0,2000.0
5289,,,,,,2000.0
5290,,,,,70.0,2000.0
5291,,,,,,2000.0
5292,,,,,45.0,2000.0
5293,,,,,6.0,2000.0
5294,,,,,,2000.0
5295,,,,,40.0,2000.0
5296,,,,,20.0,2000.0
5297,,,,,40.0,2000.0
5298,,,,,56.0,2000.0
5299,,,,,38.0,2000.0
5300,,,,,20.0,2000.0
5301,,,,,37.0,2000.0
5302,,,,,,2000.0
5303,,,,,35.0,2000.0
5304,,,,,70.0,2000.0
5305,,,,,40.0,2000.0
5306,,,,,,2000.0
5307,,,,,40.0,2000.0
5308,,,,,42.0,2000.0
5309,,,,,45.0,2000.0
5310,,,,,,2000.0
5311,,,,,,2000.0
5312,,,,,20.0,2000.0
5313,,,,,25.0,2000.0
5314,,,,,40.0,2000.0
5315,,,,,,2000.0
5316,,,,,,2000.0
5317,,,,,,2000.0
5318,,,,,,2000.0
5319,,,,,50.0,2000.0
5320,,,,,43.0,2000.0
5321,,,,,,2000.0
5322,,,,,74.0,2000.0
5323,,,,,40.0,2000.0
5324,,,,,,2000.0
5325,,,,,89.0,2000.0
5326,,,,,45.0,2000.0
5327,,,,,40.0,2000.0
5328,,,,,,2000.0
5329,,,,,40.0,2000.0
5330,,,,,43.0,2000.0
5331,,,,,70.0,2000.0
5332,,,,,,2000.0
5333,,,,,,2000.0
5334,,,,,40.0,2000.0
5335,,,,,8.0,2000.0
5336,,,,,50.0,2000.0
5337,,,,,,2000.0
5338,,,,,38.0,2000.0
5339,,,,,40.0,2000.0
5340,,,,,25.0,2000.0
5341,,,,,40.0,2000.0
5342,,,,,40.0,2000.0
5343,,,,,45.0,2000.0
5344,,,,,,2000.0
5345,,,,,,2000.0
5346,,,,,41.0,2000.0
5347,,,,,27.0,2000.0
5348,,,,,20.0,2000.0
5349,,,,,60.0,2000.0
5350,,,,,43.0,2000.0
5351,,,,,,2000.0
5352,,,,,,2000.0
5353,,,,,30.0,2000.0
5354,,,,,,2000.0
5355,,,,,48.0,2000.0
5356,,,,,,2000.0
5357,,,,,,2000.0
5358,,,,,30.0,2000.0
5359,,,,,,2000.0
5360,,,,,89.0,2000.0
5361,,,,,43.0,2000.0
5362,,,,,20.0,2000.0
5363,,,,,40.0,2000.0
5364,,,,,,2000.0
5365,,,,,,2000.0
5366,,,,,,2000.0
5367,,,,,50.0,2000.0
5368,,,,,,2000.0
5369,,,,,37.0,2000.0
5370,,,,,,2000.0
5371,,,,,,2000.0
5372,,,,,80.0,2000.0
5373,,,,,44.0,2000.0
5374,,,,,54.0,2000.0
5375,,,,,40.0,2000.0
5376,,,,,40.0,2000.0
5377,,,,,40.0,2000.0
5378,,,,,40.0,2000.0
5379,,,,,40.0,2000.0
5380,,,,,60.0,2000.0
5381,,,,,,2000.0
5382,,,,,40.0,2000.0
5383,,,,,40.0,2000.0
5384,,,,,,2000.0
5385,,,,,,2000.0
5386,,,,,65.0,2000.0
5387,,,,,40.0,2000.0
5388,,,,,40.0,2000.0
5389,,,,,,2000.0
5390,,,,,40.0,2000.0
5391,,,,,32.0,2000.0
5392,,,,,27.0,2000.0
5393,,,,,48.0,2000.0
5394,,,,,,2000.0
5395,,,,,52.0,2000.0
5396,,,,,36.0,2000.0
5397,,,,,36.0,2000.0
5398,,,,,62.0,2000.0
5399,,,,,40.0,2000.0
5400,,,,,40.0,2000.0
5401,,,,,,2000.0
5402,,,,,40.0,2000.0
5403,,,,,60.0,2000.0
5404,,,,,48.0,2000.0
5405,,,,,60.0,2000.0
5406,,,,,40.0,2000.0
5407,,,,,60.0,2000.0
5408,,,,,40.0,2000.0
5409,,,,,40.0,2000.0
5410,,,,,,2000.0
5411,,,,,,2000.0
5412,,,,,,2000.0
5413,,,,,23.0,2000.0
5414,,,,,40.0,2000.0
5415,,,,,41.0,2000.0
5416,,,,,40.0,2000.0
5417,,,,,38.0,2000.0
5418,,,,,,2000.0
5419,,,,,,2000.0
5420,,,,,,2000.0
5421,,,,,40.0,2000.0
5422,,,,,,2000.0
5423,,,,,,2000.0
5424,,,,,10.0,2000.0
5425,,,,,,2000.0
5426,,,,,40.0,2000.0
5427,,,,,40.0,2000.0
5428,,,,,40.0,2000.0
5429,,,,,42.0,2000.0
5430,,,,,60.0,2000.0
5431,,,,,,2000.0
5432,,,,,,2000.0
5433,,,,,35.0,2000.0
5434,,,,,40.0,2000.0
5435,,,,,,2000.0
5436,,,,,30.0,2000.0
5437,,,,,,2000.0
5438,,,,,,2000.0
5439,,,,,40.0,2000.0
5440,,,,,,2000.0
5441,,,,,35.0,2000.0
5442,,,,,,2000.0
5443,,,,,20.0,2000.0
5444,,,,,,2000.0
5445,,,,,,2000.0
5446,,,,,,2000.0
5447,,,,,46.0,2000.0
5448,,,,,45.0,2000.0
5449,,,,,32.0,2000.0
5450,,,,,,2000.0
5451,,,,,45.0,2000.0
5452,,,,,,2000.0
5453,,,,,,2000.0
5454,,,,,20.0,2000.0
5455,,,,,50.0,2000.0
5456,,,,,,2000.0
5457,,,,,40.0,2000.0
5458,,,,,,2000.0
5459,,,,,,2000.0
5460,,,,,12.0,2000.0
5461,,,,,50.0,2000.0
5462,,,,,89.0,2000.0
5463,,,,,32.0,2000.0
5464,,,,,,2000.0
5465,,,,,,2000.0
5466,,,,,,2000.0
5467,,,,,45.0,2000.0
5468,,,,,,2000.0
5469,,,,,52.0,2000.0
5470,,,,,48.0,2000.0
5471,,,,,40.0,2000.0
5472,,,,,40.0,2000.0
5473,,,,,35.0,2000.0
5474,,,,,,2000.0
5475,,,,,85.0,2000.0
5476,,,,,40.0,2000.0
5477,,,,,40.0,2000.0
5478,,,,,40.0,2000.0
5479,,,,,,2000.0
5480,,,,,,2000.0
5481,,,,,55.0,2000.0
5482,,,,,,2000.0
5483,,,,,15.0,2000.0
5484,,,,,,2000.0
5485,,,,,45.0,2000.0
5486,,,,,,2000.0
5487,,,,,,2000.0
5488,,,,,72.0,2000.0
5489,,,,,30.0,2000.0
5490,,,,,45.0,2000.0
5491,,,,,80.0,2000.0
5492,,,,,40.0,2000.0
5493,,,,,,2000.0
5494,,,,,,2000.0
5495,,,,,45.0,2000.0
5496,,,,,,2000.0
5497,,,,,38.0,2000.0
5498,,,,,,2000.0
5499,,,,,45.0,2000.0
5500,,,,,36.0,2000.0
5501,,,,,,2000.0
5502,,,,,32.0,2000.0
5503,,,,,42.0,2000.0
5504,,,,,,2000.0
5505,,,,,,2000.0
5506,,,,,,2000.0
5507,,,,,35.0,2000.0
5508,,,,,48.0,2000.0
5509,,,,,43.0,2000.0
5510,,,,,32.0,2000.0
5511,,,,,40.0,2000.0
5512,,,,,40.0,2000.0
5513,,,,,,2000.0
5514,,,,,40.0,2000.0
5515,,,,,,2000.0
5516,,,,,,2000.0
5517,,,,,,2000.0
5518,,,,,,2000.0
5519,,,,,,2000.0
5520,,,,,,2000.0
5521,,,,,,2000.0
5522,,,,,,2000.0
5523,,,,,,2000.0
5524,,,,,8.0,2000.0
5525,,,,,30.0,2000.0
5526,,,,,,2000.0
5527,,,,,,2000.0
5528,,,,,,2000.0
5529,,,,,35.0,2000.0
5530,,,,,30.0,2000.0
5531,,,,,48.0,2000.0
5532,,,,,,2000.0
5533,,,,,20.0,2000.0
5534,,,,,,2000.0
5535,,,,,40.0,2000.0
5536,,,,,60.0,2000.0
5537,,,,,40.0,2000.0
5538,,,,,20.0,2000.0
5539,,,,,,2000.0
5540,,,,,,2000.0
5541,,,,,40.0,2000.0
5542,,,,,48.0,2000.0
5543,,,,,41.0,2000.0
5544,,,,,65.0,2000.0
5545,,,,,40.0,2000.0
5546,,,,,,2000.0
5547,,,,,,2000.0
5548,,,,,,2000.0
5549,,,,,40.0,2000.0
5550,,,,,45.0,2000.0
5551,,,,,,2000.0
5552,,,,,40.0,2000.0
5553,,,,,,2000.0
5554,,,,,42.0,2000.0
5555,,,,,,2000.0
5556,,,,,40.0,2000.0
5557,,,,,40.0,2000.0
5558,,,,,,2000.0
5559,,,,,50.0,2000.0
5560,,,,,,2000.0
5561,,,,,41.0,2000.0
5562,,,,,40.0,2000.0
5563,,,,,55.0,2000.0
5564,,,,,40.0,2000.0
5565,,,,,44.0,2000.0
5566,,,,,,2000.0
5567,,,,,42.0,2000.0
5568,,,,,,2000.0
5569,,,,,54.0,2000.0
5570,,,,,,2000.0
5571,,,,,40.0,2000.0
5572,,,,,50.0,2000.0
5573,,,,,55.0,2000.0
5574,,,,,40.0,2000.0
5575,,,,,20.0,2000.0
5576,,,,,,2000.0
5577,,,,,,2000.0
5578,,,,,,2000.0
5579,,,,,,2000.0
5580,,,,,24.0,2000.0
5581,,,,,,2000.0
5582,,,,,,2000.0
5583,,,,,30.0,2000.0
5584,,,,,40.0,2000.0
5585,,,,,50.0,2000.0
5586,,,,,38.0,2000.0
5587,,,,,20.0,2000.0
5588,,,,,40.0,2000.0
5589,,,,,40.0,2000.0
5590,,,,,,2000.0
5591,,,,,48.0,2000.0
5592,,,,,,2000.0
5593,,,,,,2000.0
5594,,,,,48.0,2000.0
5595,,,,,,2000.0
5596,,,,,32.0,2000.0
5597,,,,,50.0,2000.0
5598,,,,,,2000.0
5599,,,,,,2000.0
5600,,,,,40.0,2000.0
5601,,,,,,2000.0
5602,,,,,,2000.0
5603,,,,,40.0,2000.0
5604,,,,,60.0,2000.0
5605,,,,,38.0,2000.0
5606,,,,,36.0,2000.0
5607,,,,,55.0,2000.0
5608,,,,,80.0,2000.0
5609,,,,,,2000.0
5610,,,,,50.0,2000.0
5611,,,,,45.0,2000.0
5612,,,,,50.0,2000.0
5613,,,,,48.0,2000.0
5614,,,,,33.0,2000.0
5615,,,,,55.0,2000.0
5616,,,,,50.0,2000.0
5617,,,,,,2000.0
5618,,,,,,2000.0
5619,,,,,,2000.0
5620,,,,,40.0,2000.0
5621,,,,,,2000.0
5622,,,,,35.0,2000.0
5623,,,,,40.0,2000.0
5624,,,,,15.0,2000.0
5625,,,,,,2000.0
5626,,,,,,2000.0
5627,,,,,,2000.0
5628,,,,,,2000.0
5629,,,,,,2000.0
5630,,,,,,2000.0
5631,,,,,,2000.0
5632,,,,,50.0,2000.0
5633,,,,,40.0,2000.0
5634,,,,,20.0,2000.0
5635,,,,,40.0,2000.0
5636,,,,,28.0,2000.0
5637,,,,,28.0,2000.0
5638,,,,,20.0,2000.0
5639,,,,,45.0,2000.0
5640,,,,,,2000.0
5641,,,,,40.0,2000.0
5642,,,,,30.0,2000.0
5643,,,,,,2000.0
5644,,,,,,2000.0
5645,,,,,40.0,2000.0
5646,,,,,40.0,2000.0
5647,,,,,48.0,2000.0
5648,,,,,40.0,2000.0
5649,,0.0,0.0,,40.0,2002.0
5650,,0.0,0.0,,72.0,2002.0
5651,,0.0,2.0,,40.0,2002.0
5652,,0.0,0.0,,60.0,2002.0
5653,,0.0,30.0,,40.0,2002.0
5654,,0.0,0.0,,42.0,2002.0
5655,,,,,,2002.0
5656,,,,,,2002.0
5657,,0.0,5.0,,40.0,2002.0
5658,,2.0,19.0,,14.0,2002.0
5659,,0.0,5.0,,45.0,2002.0
5660,,30.0,15.0,,50.0,2002.0
5661,,0.0,0.0,,30.0,2002.0
5662,,8.0,0.0,,24.0,2002.0
5663,,,,,,2002.0
5664,,,,,,2002.0
5665,,,,,,2002.0
5666,,0.0,0.0,,50.0,2002.0
5667,,0.0,5.0,,88.0,2002.0
5668,,10.0,0.0,,55.0,2002.0
5669,,0.0,30.0,,54.0,2002.0
5670,,0.0,10.0,,60.0,2002.0
5671,,0.0,3.0,,70.0,2002.0
5672,,0.0,10.0,,,2002.0
5673,,3.0,0.0,,40.0,2002.0
5674,,,,,,2002.0
5675,,,,,,2002.0
5676,,10.0,15.0,,36.0,2002.0
5677,,0.0,3.0,,24.0,2002.0
5678,,0.0,7.0,,6.0,2002.0
5679,,0.0,2.0,,40.0,2002.0
5680,,0.0,0.0,,40.0,2002.0
5681,,0.0,15.0,,65.0,2002.0
5682,,2.0,0.0,,44.0,2002.0
5683,,0.0,0.0,,40.0,2002.0
5684,,,,,,2002.0
5685,,7.0,15.0,,46.0,2002.0
5686,,10.0,3.0,,70.0,2002.0
5687,,0.0,5.0,,35.0,2002.0
5688,,2.0,15.0,,60.0,2002.0
5689,,,,,,2002.0
5690,,0.0,0.0,,37.0,2002.0
5691,,0.0,2.0,,50.0,2002.0
5692,,0.0,0.0,,50.0,2002.0
5693,,21.0,5.0,,,2002.0
5694,,2.0,1.0,,40.0,2002.0
5695,,,,,,2002.0
5696,,,,,,2002.0
5697,,1.0,0.0,,42.0,2002.0
5698,,,,,,2002.0
5699,,,,,,2002.0
5700,,,,,,2002.0
5701,,0.0,0.0,,25.0,2002.0
5702,,15.0,2.0,,40.0,2002.0
5703,,2.0,0.0,,40.0,2002.0
5704,,0.0,0.0,,40.0,2002.0
5705,,,,,,2002.0
5706,,0.0,0.0,,50.0,2002.0
5707,,,,,,2002.0
5708,,,,,,2002.0
5709,,5.0,1.0,,40.0,2002.0
5710,,0.0,4.0,,50.0,2002.0
5711,,0.0,0.0,,60.0,2002.0
5712,,0.0,0.0,,40.0,2002.0
5713,,0.0,0.0,,40.0,2002.0
5714,,,,,,2002.0
5715,,0.0,0.0,,2.0,2002.0
5716,,,,,,2002.0
5717,,,,,,2002.0
5718,,,,,,2002.0
5719,,,,,,2002.0
5720,,,,,,2002.0
5721,,,,,,2002.0
5722,,4.0,10.0,,40.0,2002.0
5723,,0.0,0.0,,45.0,2002.0
5724,,,,,,2002.0
5725,,0.0,2.0,,68.0,2002.0
5726,,0.0,0.0,,74.0,2002.0
5727,,,,,,2002.0
5728,,0.0,0.0,,40.0,2002.0
5729,,0.0,0.0,,40.0,2002.0
5730,,0.0,25.0,,32.0,2002.0
5731,,,,,,2002.0
5732,,0.0,0.0,,45.0,2002.0
5733,,,,,,2002.0
5734,,,,,,2002.0
5735,,,,,,2002.0
5736,,,,,,2002.0
5737,,,,,,2002.0
5738,,,,,,2002.0
5739,,,,,,2002.0
5740,,,,,,2002.0
5741,,7.0,0.0,,40.0,2002.0
5742,,0.0,0.0,,40.0,2002.0
5743,,0.0,0.0,,10.0,2002.0
5744,,2.0,2.0,,40.0,2002.0
5745,,2.0,0.0,,50.0,2002.0
5746,,0.0,8.0,,40.0,2002.0
5747,,,,,,2002.0
5748,,2.0,5.0,,40.0,2002.0
5749,,,,,,2002.0
5750,,0.0,0.0,,40.0,2002.0
5751,,0.0,3.0,,51.0,2002.0
5752,,10.0,7.0,,40.0,2002.0
5753,,,,,,2002.0
5754,,,,,,2002.0
5755,,,,,,2002.0
5756,,0.0,0.0,,40.0,2002.0
5757,,,,,,2002.0
5758,,,,,,2002.0
5759,,0.0,0.0,,35.0,2002.0
5760,,3.0,10.0,,40.0,2002.0
5761,,,,,,2002.0
5762,,,,,36.0,2002.0
5763,,,,,,2002.0
5764,,0.0,30.0,,40.0,2002.0
5765,,2.0,0.0,,35.0,2002.0
5766,,,,,,2002.0
5767,,,,,,2002.0
5768,,,,,,2002.0
5769,,,,,,2002.0
5770,,,,,,2002.0
5771,,,,,,2002.0
5772,,,,,,2002.0
5773,,10.0,20.0,,,2002.0
5774,,,,,,2002.0
5775,,0.0,0.0,,40.0,2002.0
5776,,0.0,0.0,,20.0,2002.0
5777,,,,,,2002.0
5778,,,,,,2002.0
5779,,0.0,0.0,,50.0,2002.0
5780,,0.0,0.0,,40.0,2002.0
5781,,0.0,3.0,,45.0,2002.0
5782,,,,,,2002.0
5783,,0.0,15.0,,60.0,2002.0
5784,,0.0,2.0,,18.0,2002.0
5785,,1.0,22.0,,40.0,2002.0
5786,,,,,,2002.0
5787,,,,,,2002.0
5788,,,,,,2002.0
5789,,,,,,2002.0
5790,,0.0,0.0,,66.0,2002.0
5791,,,,,,2002.0
5792,,,,,,2002.0
5793,,0.0,0.0,,40.0,2002.0
5794,,,,,,2002.0
5795,,0.0,0.0,,10.0,2002.0
5796,,,,,,2002.0
5797,,,,,,2002.0
5798,,,,,,2002.0
5799,,0.0,0.0,,20.0,2002.0
5800,,0.0,5.0,,50.0,2002.0
5801,,,,,,2002.0
5802,,0.0,5.0,,40.0,2002.0
5803,,,,,,2002.0
5804,,,,,,2002.0
5805,,0.0,0.0,,40.0,2002.0
5806,,30.0,10.0,,,2002.0
5807,,0.0,0.0,,60.0,2002.0
5808,,2.0,0.0,,45.0,2002.0
5809,,0.0,0.0,,62.0,2002.0
5810,,0.0,0.0,,48.0,2002.0
5811,,,,,,2002.0
5812,,,,,,2002.0
5813,,,,,,2002.0
5814,,,,,,2002.0
5815,,0.0,0.0,,40.0,2002.0
5816,,0.0,10.0,,40.0,2002.0
5817,,,,,,2002.0
5818,,0.0,0.0,,37.0,2002.0
5819,,0.0,0.0,,32.0,2002.0
5820,,0.0,3.0,,60.0,2002.0
5821,,0.0,1.0,,18.0,2002.0
5822,,0.0,10.0,,40.0,2002.0
5823,,,,,,2002.0
5824,,0.0,1.0,,52.0,2002.0
5825,,,,,,2002.0
5826,,0.0,0.0,,45.0,2002.0
5827,,0.0,0.0,,40.0,2002.0
5828,,0.0,0.0,,10.0,2002.0
5829,,,,,,2002.0
5830,,0.0,0.0,,56.0,2002.0
5831,,0.0,0.0,,58.0,2002.0
5832,,,,,,2002.0
5833,,7.0,0.0,,12.0,2002.0
5834,,,,,,2002.0
5835,,,,,,2002.0
5836,,,,,,2002.0
5837,,3.0,0.0,,4.0,2002.0
5838,,,,,,2002.0
5839,,0.0,2.0,,20.0,2002.0
5840,,,,,,2002.0
5841,,0.0,0.0,,40.0,2002.0
5842,,,,,,2002.0
5843,,0.0,2.0,,70.0,2002.0
5844,,,,,,2002.0
5845,,0.0,0.0,,50.0,2002.0
5846,,5.0,1.0,,60.0,2002.0
5847,,0.0,0.0,,24.0,2002.0
5848,,,,,,2002.0
5849,,5.0,10.0,,30.0,2002.0
5850,,0.0,0.0,,40.0,2002.0
5851,,0.0,0.0,,64.0,2002.0
5852,,0.0,4.0,,40.0,2002.0
5853,,0.0,0.0,,60.0,2002.0
5854,,0.0,0.0,,16.0,2002.0
5855,,0.0,0.0,,20.0,2002.0
5856,,,,,,2002.0
5857,,0.0,0.0,,40.0,2002.0
5858,,2.0,0.0,,30.0,2002.0
5859,,0.0,0.0,,40.0,2002.0
5860,,5.0,0.0,,40.0,2002.0
5861,,,,,,2002.0
5862,,,,,,2002.0
5863,,5.0,0.0,,40.0,2002.0
5864,,14.0,0.0,,38.0,2002.0
5865,,,,,30.0,2002.0
5866,,,,,,2002.0
5867,,,,,,2002.0
5868,,1.0,0.0,,40.0,2002.0
5869,,0.0,0.0,,55.0,2002.0
5870,,0.0,0.0,,60.0,2002.0
5871,,30.0,,,32.0,2002.0
5872,,0.0,2.0,,40.0,2002.0
5873,,0.0,0.0,,40.0,2002.0
5874,,0.0,0.0,,27.0,2002.0
5875,,0.0,0.0,,40.0,2002.0
5876,,0.0,15.0,,60.0,2002.0
5877,,,,,,2002.0
5878,,16.0,0.0,,40.0,2002.0
5879,,,,,,2002.0
5880,,,,,,2002.0
5881,,,,,,2002.0
5882,,,,,,2002.0
5883,,30.0,1.0,,32.0,2002.0
5884,,,,,,2002.0
5885,,7.0,7.0,,27.0,2002.0
5886,,7.0,3.0,,44.0,2002.0
5887,,25.0,25.0,,28.0,2002.0
5888,,0.0,0.0,,60.0,2002.0
5889,,2.0,2.0,,40.0,2002.0
5890,,2.0,0.0,,70.0,2002.0
5891,,0.0,0.0,,70.0,2002.0
5892,,0.0,1.0,,45.0,2002.0
5893,,,,,,2002.0
5894,,0.0,0.0,,40.0,2002.0
5895,,30.0,10.0,,40.0,2002.0
5896,,,,,,2002.0
5897,,0.0,0.0,,20.0,2002.0
5898,,1.0,1.0,,89.0,2002.0
5899,,4.0,10.0,,20.0,2002.0
5900,,0.0,2.0,,24.0,2002.0
5901,,0.0,0.0,,42.0,2002.0
5902,,2.0,30.0,,40.0,2002.0
5903,,0.0,0.0,,,2002.0
5904,,0.0,20.0,,,2002.0
5905,,0.0,5.0,,40.0,2002.0
5906,,,,,,2002.0
5907,,0.0,0.0,,40.0,2002.0
5908,,,,,,2002.0
5909,,,,,,2002.0
5910,,0.0,0.0,,40.0,2002.0
5911,,0.0,3.0,,30.0,2002.0
5912,,,,,,2002.0
5913,,0.0,0.0,,40.0,2002.0
5914,,,,,,2002.0
5915,,2.0,3.0,,20.0,2002.0
5916,,,,,,2002.0
5917,,,,,,2002.0
5918,,,,,,2002.0
5919,,0.0,2.0,,62.0,2002.0
5920,,,,,,2002.0
5921,,,,,,2002.0
5922,,,,,,2002.0
5923,,0.0,0.0,,40.0,2002.0
5924,,0.0,0.0,,60.0,2002.0
5925,,0.0,0.0,,25.0,2002.0
5926,,0.0,0.0,,60.0,2002.0
5927,,0.0,0.0,,50.0,2002.0
5928,,,,,,2002.0
5929,,0.0,0.0,,25.0,2002.0
5930,,0.0,0.0,,70.0,2002.0
5931,,0.0,0.0,,55.0,2002.0
5932,,0.0,15.0,,18.0,2002.0
5933,,0.0,0.0,,38.0,2002.0
5934,,,,,,2002.0
5935,,0.0,2.0,,50.0,2002.0
5936,,0.0,0.0,,30.0,2002.0
5937,,1.0,0.0,,45.0,2002.0
5938,,4.0,0.0,,40.0,2002.0
5939,,0.0,0.0,,40.0,2002.0
5940,,0.0,0.0,,55.0,2002.0
5941,,0.0,0.0,,40.0,2002.0
5942,,,,,,2002.0
5943,,,,,,2002.0
5944,,,,,,2002.0
5945,,5.0,5.0,,45.0,2002.0
5946,,0.0,0.0,,48.0,2002.0
5947,,7.0,2.0,,,2002.0
5948,,0.0,4.0,,36.0,2002.0
5949,,2.0,10.0,,31.0,2002.0
5950,,0.0,25.0,,60.0,2002.0
5951,,,,,,2002.0
5952,,,,,,2002.0
5953,,,,,,2002.0
5954,,0.0,0.0,,49.0,2002.0
5955,,,,,,2002.0
5956,,1.0,15.0,,34.0,2002.0
5957,,0.0,0.0,,40.0,2002.0
5958,,20.0,5.0,,15.0,2002.0
5959,,0.0,0.0,,40.0,2002.0
5960,,0.0,0.0,,50.0,2002.0
5961,,0.0,2.0,,38.0,2002.0
5962,,,,,,2002.0
5963,,,,,,2002.0
5964,,0.0,0.0,,,2002.0
5965,,3.0,3.0,,50.0,2002.0
5966,,,,,,2002.0
5967,,30.0,30.0,,89.0,2002.0
5968,,0.0,0.0,,60.0,2002.0
5969,,1.0,6.0,,42.0,2002.0
5970,,0.0,0.0,,13.0,2002.0
5971,,0.0,0.0,,40.0,2002.0
5972,,1.0,0.0,,40.0,2002.0
5973,,0.0,0.0,,40.0,2002.0
5974,,0.0,0.0,,,2002.0
5975,,0.0,0.0,,40.0,2002.0
5976,,,,,,2002.0
5977,,0.0,0.0,,20.0,2002.0
5978,,5.0,20.0,,40.0,2002.0
5979,,0.0,0.0,,48.0,2002.0
5980,,1.0,7.0,,40.0,2002.0
5981,,,,,,2002.0
5982,,0.0,0.0,,36.0,2002.0
5983,,20.0,0.0,,45.0,2002.0
5984,,0.0,0.0,,40.0,2002.0
5985,,0.0,0.0,,55.0,2002.0
5986,,0.0,3.0,,45.0,2002.0
5987,,2.0,2.0,,40.0,2002.0
5988,,0.0,3.0,,40.0,2002.0
5989,,0.0,4.0,,32.0,2002.0
5990,,26.0,15.0,,10.0,2002.0
5991,,0.0,0.0,,43.0,2002.0
5992,,3.0,15.0,,40.0,2002.0
5993,,2.0,0.0,,40.0,2002.0
5994,,0.0,0.0,,55.0,2002.0
5995,,,,,,2002.0
5996,,,,,,2002.0
5997,,9.0,0.0,,40.0,2002.0
5998,,0.0,0.0,,45.0,2002.0
5999,,,,,,2002.0
6000,,14.0,14.0,,,2002.0
6001,,3.0,2.0,,40.0,2002.0
6002,,0.0,10.0,,45.0,2002.0
6003,,0.0,5.0,,20.0,2002.0
6004,,0.0,1.0,,32.0,2002.0
6005,,5.0,2.0,,,2002.0
6006,,0.0,0.0,,40.0,2002.0
6007,,,,,,2002.0
6008,,0.0,2.0,,33.0,2002.0
6009,,30.0,0.0,,,2002.0
6010,,,,,,2002.0
6011,,0.0,2.0,,40.0,2002.0
6012,,1.0,10.0,,25.0,2002.0
6013,,0.0,2.0,,40.0,2002.0
6014,,0.0,2.0,,89.0,2002.0
6015,,0.0,0.0,,28.0,2002.0
6016,,,,,,2002.0
6017,,,,,,2002.0
6018,,,,,,2002.0
